record_id,performance_month,quarter,fiscal_year,zone,cluster,branch,wealth_manager_id,wealth_manager_name,employee_grade,product_category,product_name,source_system,target_amount,achieved_amount,revenue_amount,customer_count,active_clients,data_quality_issue,meeting_context
REC001090,2026-04-30,Q2,2026,"Kolkata South",Behala,"Behala Main",WM026,"Sohini Pal","Senior Manager",Fee,Cards,"Cards RA",90.00,84.00,96761.66,30,333,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002130,2026-08-31,Q3,2026,"Kolkata South","New Alipore",Alipore,WM072,"Anirban Bose",Manager,Fee,Forex,"Forex RA",321314.00,318429.76,5877.74,29,252,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003958,2026-05-31,Q2,2026,"Kolkata North","BT Road","BT Road Main",WM078,"Rahul Khan",Manager,Investment,"Mutual Fund","Investment RA",7936283.00,7233876.92,48853.76,15,349,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003678,2026-07-31,Q3,2026,"Kolkata North","Lake Town","Bangur Avenue",WM088,"Abhishek Chatterjee","Senior Manager",Fee,Insurance,"LI RA",371287.00,255323.86,23425.33,23,190,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003057,2026-05-31,Q2,2026,"Kolkata South","New Alipore",Chetla,WM087,"Sneha Ghosh",Manager,Asset,"Business Loan","Loan RA",13806083.00,11589751.87,71588.81,29,302,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003673,2026-08-31,Q3,2026,"Kolkata North",Shyambazar,Hatibagan,WM071,"Riya Singh","Senior Manager",Investment,Demat,"Demat RA",37.00,30.00,20261.10,30,270,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004562,2026-08-31,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM014,"Abhishek Ali","Senior Manager",Fee,Insurance,"LI RA",278132.00,263712.64,43313.48,20,218,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005212,2026-07-31,Q3,2026,"Greater Kolkata",Serampore,Konnagar,WM091,"Arjun Saha","Deputy Manager",Investment,Demat,"Demat RA",12.00,9.00,5109.57,10,246,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002137,2026-04-30,Q2,2026,"Greater Kolkata",Howrah,"Howrah Main",WM017,"Subhojit Roy","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",15062779.00,11254197.67,44078.37,7,126,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003500,2026-09-30,Q3,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Fee,Insurance,"LI RA",775997.00,475620.60,77475.97,24,315,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001839,2026-06-30,Q2,2026,"Greater Kolkata",Howrah,Bally,WM054,"Ishaan Mitra","Deputy Manager",Asset,"Personal Loan","Loan RA",1471721.00,1182420.75,7993.23,35,164,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004118,2026-08-31,Q3,2026,"Kolkata North",Shyambazar,Hatibagan,WM071,"Riya Singh","Senior Manager",Liability,CASA,"CASA RA",3328300.00,2090789.86,2287.84,35,292,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002886,2026-04-30,Q2,2026,"Greater Kolkata",Serampore,Konnagar,WM100,"Arjun Singh","Deputy Manager",Fee,Forex,"Forex RA",104461.00,88971.30,2234.49,14,219,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003025,2026-09-30,Q3,2026,"Kolkata East","Salt Lake","City Centre",WM013,"Rahul Pal","Deputy Manager",Fee,Insurance,"LI RA",783021.00,796326.89,129857.65,18,308,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002773,2026-07-31,Q3,2026,"Greater Kolkata",Serampore,Uttarpara,WM067,"Subhojit Chatterjee","Senior Manager",Fee,Insurance,"LI RA",204555.00,155400.52,24767.35,10,93,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001974,2026-05-31,Q2,2026,"Kolkata South",Garia,Patuli,WM031,"Ishaan Roy",Manager,Liability,CASA,"CASA RA",2729603.00,2549111.41,3563.92,50,312,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000220,2026-08-31,Q3,2026,"Kolkata East","Salt Lake","City Centre",WM086,"Anirban Sharma","Senior Manager",Asset,"Personal Loan","Loan RA",0.00,3224124.43,13302.27,35,290,NULL_AMOUNT,"Q2-Q3 review for Q4 target achievement planning"
REC004791,2026-04-30,Q2,2026,"Kolkata South",Garia,Patuli,WM044,"Sohini Ghosh",Manager,Asset,"Home Loan","Loan RA",12718314.00,11559067.78,115804.61,10,203,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000499,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM039,"Rahul Bose",Manager,Fee,Cards,"Cards RA",105.00,94.00,106493.44,21,87,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004721,2026-06-30,Q2,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM083,"Abhishek Agarwal","Senior Manager",Fee,Insurance,"LI RA",660131.00,599246.51,100485.02,34,350,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001751,2026-09-30,Q3,2026,"Kolkata North","BT Road",Sinthi,WM080,"Nisha Khan","Senior Manager",Fee,Insurance,"LI RA",610791.00,473184.63,79773.44,5,239,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002140,2026-07-31,Q3,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Liability,FD,"Deposit RA",8220218.00,4519573.45,17070.33,11,277,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000188,2026-06-30,Q2,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Liability,"Deposit Mobilization","Deposit RA",13699307.00,11539823.82,33983.12,28,87,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002846,2026-07-31,Q3,2026,"Kolkata North",Shyambazar,Bagbazar,WM093,"Abhishek Ali",Manager,Asset,"Business Loan","Loan RA",11270275.00,10391036.90,71647.20,20,209,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000766,2026-07-31,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM099,"Aarav Roy","Deputy Manager",Liability,FD,"Deposit RA",3172067.00,3099381.59,4614.43,56,225,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000040,2026-05-31,Q2,2026,"Kolkata North",Shyambazar,Bagbazar,WM093,"Abhishek Ali",Manager,Fee,Cards,"Cards RA",115.00,93.00,96335.35,12,178,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002090,2026-07-31,Q3,2026,"Kolkata East","New Town","New Town Action Area I",WM085,"Nisha Roy","Deputy Manager",Fee,Insurance,"LI RA",798643.00,827605.73,120569.82,25,112,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004974,2026-09-30,Q3,2026,"Kolkata South",Garia,Patuli,WM096,"Riya Saha","Deputy Manager",Investment,"Mutual Fund","Investment RA",3393289.00,2890125.50,22568.96,19,213,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002294,2026-06-30,Q2,2026,"Kolkata East",Rajarhat,"Shyambazar Main",WM046,"Poulami Ali","Senior Manager",Liability,CASA,"CASA RA",3745982.00,3255803.65,10692.34,5,111,WRONG_ZONE_CLUSTER_MAPPING,"Q2-Q3 review for Q4 target achievement planning"
REC002605,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM003,"Aditi Ghosh","Senior Manager",Liability,CASA,"CASA RA",6018031.00,4542545.58,12632.97,18,172,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004942,2026-05-31,Q2,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM065,"Aditi Roy","Deputy Manager",Asset,"Home Loan","Loan RA",5236657.00,4326269.16,35846.53,33,178,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005413,2026-07-31,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM023,"Priya Dutta",Manager,Liability,"Deposit Mobilization","Deposit RA",10507839.00,8407371.59,20612.45,38,149,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001517,2026-06-30,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM003,"Aditi Ghosh","Senior Manager",Asset,"Business Loan","Loan RA",4603610.00,3495200.72,22974.79,34,331,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004257,2026-08-31,Q3,2026,"Kolkata South",Gariahat,"Hindustan Park",WM043,"Subhojit Khan","Deputy Manager",Liability,CASA,"CASA RA",4642017.00,2844047.36,6825.35,26,133,INCORRECT_PRODUCT_NAME,"Q2-Q3 review for Q4 target achievement planning"
REC001922,2026-07-31,Q3,2026,"Kolkata South",Gariahat,Ballygunge,WM070,"Ananya Saha","Senior Manager",Investment,"Mutual Fund","Investment RA",6563055.00,4375183.92,34529.67,26,305,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002812,2026-06-30,Q2,2026,"Kolkata South",Behala,Thakurpukur,WM050,"Subhojit Ghosh","Senior Manager",Investment,Demat,"Demat RA",29.00,24.00,7530.42,14,126,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003114,2026-07-31,Q3,2026,"Kolkata East","Salt Lake","City Centre",WM086,"Anirban Sharma","Senior Manager",Liability,CASA,"CASA RA",2078768.00,2157931.08,3969.40,44,246,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002851,2026-06-30,Q2,2026,"Kolkata North","BT Road","BT Road Main",WM078,"Rahul Khan",Manager,Fee,Insurance,"LI RA",366794.00,317352.73,49870.51,14,208,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001007,2026-09-30,Q3,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM008,"Aarav Chatterjee","Senior Manager",Fee,Insurance,"LI RA",616802.00,464610.46,82307.53,11,304,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000381,2026-06-30,Q2,2026,"Kolkata East","EM Bypass",Ruby,WM049,"Poulami Agarwal","Deputy Manager",Investment,"Mutual Fund","Investment RA",1241728.00,1292091.45,10454.25,9,327,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003508,2026-06-30,Q2,2026,"Kolkata Central","Park Street","Middleton Street",WM074,"Priya Dutta","Deputy Manager",Liability,CASA,"CASA RA",2338548.00,1562732.52,2471.45,47,147,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000890,2026-06-30,Q2,2026,"Greater Kolkata",Howrah,Liluah,WM092,"Rahul Singh",Manager,Asset,"Home Loan","Loan RA",14284894.00,9448394.53,100034.28,12,292,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000567,2026-08-31,Q3,2026,"Kolkata East","EM Bypass",Kasba,WM064,"Subhojit Ghosh","Senior Manager",Investment,Demat,"Demat RA",73.00,67.00,31777.62,13,80,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001820,2026-06-30,Q2,2026,"Kolkata North",Shyambazar,Bagbazar,WM025,"Rohan Mukherjee","Senior Manager",Investment,Demat,"Demat RA",75.00,64.00,50854.22,5,137,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003980,2026-04-30,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM035,"Rahul Singh","Senior Manager",Fee,Forex,"Forex RA",206017.00,148320.16,1802.23,1,319,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004940,2026-09-30,Q3,2026,"Kolkata East","New Town","New Town Action Area II",WM032,"Sayan Gupta","Deputy Manager",Fee,Insurance,"LI RA",698731.00,683910.25,83196.71,6,339,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002377,2026-07-31,Q3,2026,"Kolkata South",Garia,Patuli,WM096,"Riya Saha","Deputy Manager",Investment,"Mutual Fund","Investment RA",7666539.00,8706230.16,42338.29,26,217,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001549,2026-08-31,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM006,"Anirban Singh","Senior Manager",Asset,"Home Loan","Loan RA",13377530.00,12970759.55,128932.04,19,266,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000328,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM039,"Rahul Bose",Manager,Liability,FD,"Deposit RA",3416372.00,3171652.62,6910.10,67,158,INCORRECT_PRODUCT_NAME,"Q2-Q3 review for Q4 target achievement planning"
REC003262,2026-09-30,Q3,2026,"Kolkata South",Behala,"Behala Main",WM026,"Sohini Pal","Senior Manager",Fee,Insurance,"LI RA",277150.00,210468.68,22387.47,17,350,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000681,2026-05-31,Q2,2026,"Kolkata North","BT Road",Baranagar,WM037,"Sayan Agarwal","Deputy Manager",Asset,"Home Loan","Loan RA",16223972.00,14477455.78,125916.81,6,153,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003951,2026-04-30,Q2,2026,"Kolkata South",Tollygunge,"Golf Green",WM062,"Anirban Singh","Senior Manager",Fee,Cards,"Cards RA",0.00,62.00,71294.02,25,279,NULL_AMOUNT,"Q2-Q3 review for Q4 target achievement planning"
REC001880,2026-04-30,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM076,"Poulami Ghosh",Manager,Liability,FD,"Deposit RA",5874935.00,5170921.99,16096.62,64,123,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002227,2026-06-30,Q2,2026,"Kolkata Central","Park Street","Middleton Street",WM074,"Priya Dutta","Deputy Manager",Asset,"Home Loan","Loan RA",14554630.00,12159756.69,136776.37,4,94,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003076,2026-06-30,Q2,2026,"Kolkata East","New Town","New Town Action Area II",WM032,"Sayan Gupta","Deputy Manager",Fee,Insurance,"LI RA",649248.00,669389.30,86137.49,16,268,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000431,2026-04-30,Q2,2026,"Kolkata East","New Town",Ecospace,WM066,"Aditi Sen","Deputy Manager",Asset,"Home Loan","Loan RA",10104651.00,7104634.75,76615.35,11,343,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003686,2026-04-30,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM076,"Poulami Ghosh",Manager,Fee,Insurance,"LI RA",256243.00,182566.93,31709.32,8,296,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002368,2026-04-30,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Fee,Cards,"Cards RA",23.00,19.00,22558.78,10,322,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003001,2026-08-31,Q3,2026,"Kolkata South",Tollygunge,"Tollygunge Main",WM098,"Moumita Singh","Senior Manager",Liability,FD,"Deposit RA",7594706.00,6214642.15,24122.46,13,212,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001207,2026-09-30,Q3,2026,"Kolkata East",Rajarhat,"Chinar Park",WM052,"Subhojit Sen","Deputy Manager",Asset,"Business Loan","Loan RA",7050605.00,7669279.17,85794.93,7,103,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004520,2026-09-30,Q3,2026,"Kolkata Central","Park Street","Theatre Road",WM061,"Priya Roy",Manager,Liability,CASA,"CASA RA",3611084.00,2596640.62,2654.60,20,126,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003497,2026-09-30,Q3,2026,"Kolkata North",Shyambazar,Bagbazar,WM093,"Abhishek Ali",Manager,Asset,"Personal Loan","Loan RA",2026380.00,1703081.96,14446.46,8,155,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004802,2026-05-31,Q2,2026,"Kolkata South",Behala,"Behala Main",WM056,"Aditi Banerjee","Senior Manager",Asset,"Personal Loan","Loan RA",1863824.00,0.00,0.00,12,199,NULL_AMOUNT,"Q2-Q3 review for Q4 target achievement planning"
REC000355,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM038,"Ritwik Sharma",Manager,Asset,"Home Loan","Loan RA",10788043.00,7933831.95,76676.93,13,255,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004394,2026-06-30,Q2,2026,"Kolkata East","Salt Lake",Karunamoyee,WM014,"Abhishek Ali","Senior Manager",Fee,Insurance,"LI RA",567787.00,438456.21,70277.09,27,233,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002411,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM067,"Subhojit Chatterjee","Senior Manager",Investment,Demat,"Demat RA",55.00,41.00,32706.74,35,167,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001170,2026-04-30,Q2,2026,"Kolkata North","Lake Town","Bangur Avenue",WM030,"Subhojit Banerjee","Senior Manager",Liability,CASA,"CASA RA",2221071.00,1869771.10,6209.21,30,274,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001361,2026-09-30,Q3,2026,"Kolkata South",Garia,Naktala,WM058,"Rahul Gupta","Senior Manager",Fee,Insurance,"LI RA",393084.00,318105.93,36041.79,17,210,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002748,2026-06-30,Q2,2026,"Kolkata East",Rajarhat,"Chinar Park",WM079,"Tania Dutta","Deputy Manager",Fee,Cards,"Cards RA",106.00,103.00,114770.72,7,121,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004362,2026-08-31,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM023,"Priya Dutta",Manager,Asset,"Home Loan","Loan RA",15203906.00,13715668.34,120275.50,26,173,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002274,2026-08-31,Q3,2026,"Kolkata North",Dumdum,Airport,WM009,"Ritwik Banerjee",Manager,Fee,Cards,"Cards RA",72.00,58.00,29578.63,30,323,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000098,2026-06-30,Q2,2026,"Kolkata Central","Park Street","Park Street Main",WM053,"Ishaan Das","Deputy Manager",Investment,Demat,"Demat RA",16.00,11.00,9691.43,20,260,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003607,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Liability,CASA,"CASA RA",3021574.00,3016476.75,5526.45,41,262,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002492,2026-07-31,Q3,2026,"Kolkata Central","Park Street","Park Street Main",WM048,"Abhishek Pal","Senior Manager",Asset,"Business Loan","Loan RA",5209703.00,4949493.04,23170.56,24,205,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004356,2026-08-31,Q3,2026,"Kolkata South",Tollygunge,"Tollygunge Main",WM098,"Moumita Singh","Senior Manager",Asset,"Business Loan","Loan RA",10290007.00,11081529.25,107941.13,6,195,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000606,2026-08-31,Q3,2026,"Kolkata South",Garia,Patuli,WM044,"Sohini Ghosh",Manager,Liability,CASA,"CASA RA",5933156.00,5897587.32,14968.01,65,249,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004464,2026-07-31,Q3,2026,"Kolkata East","Salt Lake","City Centre",WM086,"Anirban Sharma","Senior Manager",Liability,CASA,"CASA RA",6075543.00,4527366.67,13490.14,20,239,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003948,2026-09-30,Q3,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Investment,"Mutual Fund","Investment RA",2443051.00,1608675.84,11953.99,9,184,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003354,2026-06-30,Q2,2026,"Greater Kolkata",Howrah,Bally,WM054,"Ishaan Mitra","Deputy Manager",Asset,"Personal Loan","Loan RA",2763365.00,2180274.61,16712.21,4,302,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001372,2026-04-30,Q2,2026,"Kolkata South",Behala,Thakurpukur,WM057,"Sohini Gupta",Manager,Asset,"Home Loan","Loan RA",4426542.00,5466833.48,41283.45,14,274,INCORRECT_PRODUCT_NAME,"Q2-Q3 review for Q4 target achievement planning"
REC001030,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM084,"Rohan Sen","Senior Manager",Asset,"Home Loan","Loan RA",11023943.00,9637668.80,80905.47,35,332,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005183,2026-08-31,Q3,2026,"Kolkata Central","Park Street","Park Street Main",WM053,"Ishaan Das","Deputy Manager",Fee,Insurance,"LI RA",882146.00,497508.56,57967.53,5,175,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005036,2026-04-30,Q2,2026,"Kolkata North","Lake Town","VIP Road",WM011,"Rahul Chakraborty","Senior Manager",Investment,"Mutual Fund","Investment RA",7383322.00,5636838.44,41295.07,14,327,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003475,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,"Brabourne Road",WM020,"Rohan Ali",Manager,Asset,"Business Loan","Loan RA",9315065.00,7934305.15,48688.43,9,130,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005350,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM090,"Aditi Bose","Deputy Manager",Fee,Cards,"Cards RA",105.00,89.00,97156.88,20,119,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002095,2026-07-31,Q3,2026,"Greater Kolkata",Serampore,Uttarpara,WM084,"Rohan Sen","Senior Manager",Liability,FD,"Deposit RA",4140475.00,3012603.62,4836.30,36,300,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004983,2026-05-31,Q2,2026,"Kolkata South",Gariahat,Golpark,WM051,"Nisha Singh",Manager,Asset,"Business Loan","Loan RA",5002865.00,4675729.84,24030.02,27,146,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003613,2026-05-31,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM076,"Poulami Ghosh",Manager,Asset,"Personal Loan","Loan RA",3345961.00,3064006.74,36219.76,15,343,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001672,2026-07-31,Q3,2026,"Greater Kolkata",Serampore,Konnagar,WM100,"Arjun Singh","Deputy Manager",Asset,"Business Loan","Loan RA",10681501.00,7529463.30,49526.64,24,181,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001299,2026-06-30,Q2,2026,"Kolkata North","BT Road",Baranagar,WM059,"Riya Agarwal","Deputy Manager",Liability,CASA,"CASA RA",5097882.00,4274105.88,8071.36,8,216,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002312,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM067,"Subhojit Chatterjee","Senior Manager",Asset,"Personal Loan","Loan RA",1163503.00,934464.60,3959.32,12,182,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002909,2026-07-31,Q3,2026,"Kolkata North","Lake Town","VIP Road",WM022,"Ritwik Singh",Manager,Liability,CASA,"CASA RA",5215368.00,4071532.46,4605.08,38,105,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004774,2026-09-30,Q3,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM055,"Subhojit Saha","Senior Manager",Liability,FD,"Deposit RA",6898952.00,7025922.92,14630.26,11,152,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002772,2026-09-30,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM099,"Aarav Roy","Deputy Manager",Asset,"Personal Loan","Loan RA",849286.00,710971.26,3965.12,15,151,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003153,2026-06-30,Q2,2026,"Kolkata East",Rajarhat,"Chinar Park",WM075,"Sohini Sharma",Manager,Asset,"Business Loan","Loan RA",5709945.00,4758522.04,39420.60,24,245,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001691,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Liability,CASA,"CASA RA",3763327.00,3122132.29,4123.90,31,308,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004622,2026-05-31,Q2,2026,"Kolkata East","New Town",Ecospace,WM066,"Aditi Sen","Deputy Manager",Fee,Insurance,"LI RA",256068.00,233122.71,29798.88,3,90,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005029,2026-07-31,Q3,2026,"Kolkata North",Shyambazar,Hatibagan,WM071,"Riya Singh","Senior Manager",Liability,CASA,"CASA RA",4489442.00,2890477.40,3726.60,67,151,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003036,2026-05-31,Q2,2026,"Kolkata North","Lake Town","VIP Road",WM011,"Rahul Chakraborty","Senior Manager",Fee,Cards,"Cards RA",45.00,38.00,22084.12,31,245,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005171,2026-04-30,Q2,2026,"Kolkata East",Rajarhat,"Chinar Park",WM079,"Tania Dutta","Deputy Manager",Fee,Cards,"Cards RA",117.00,123.00,94459.97,31,265,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000756,2026-06-30,Q2,2026,"Kolkata East","EM Bypass",Kasba,WM064,"Subhojit Ghosh","Senior Manager",Fee,Cards,"Cards RA",56.00,57.00,79959.18,17,215,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003544,2026-06-30,Q2,2026,"Kolkata Central","Park Street","Middleton Street",WM074,"Priya Dutta","Deputy Manager",Fee,Forex,"Forex RA",358871.00,294317.43,8776.36,15,305,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000630,2026-09-30,Q3,2026,"Kolkata South",Behala,Thakurpukur,WM050,"Subhojit Ghosh","Senior Manager",Fee,Insurance,"LI RA",513388.00,525953.94,89226.02,23,329,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001824,2026-04-30,Q2,2026,"Kolkata East","EM Bypass","Science City",WM068,"Sohini Mukherjee","Senior Manager",Fee,Insurance,"LI RA",0.00,495838.64,61847.29,21,103,NULL_AMOUNT,"Q2-Q3 review for Q4 target achievement planning"
REC003081,2026-09-30,Q3,2026,"Kolkata North",Dumdum,Airport,WM009,"Ritwik Banerjee",Manager,Fee,Forex,"Forex RA",372713.00,316140.28,10854.61,1,106,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004050,2026-09-30,Q3,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM016,"Subhojit Bose","Deputy Manager",Asset,"Business Loan","Loan RA",6963753.00,4924089.69,20125.04,7,126,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002283,2026-07-31,Q3,2026,"Kolkata South",Garia,Naktala,WM058,"Rahul Gupta","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",12305341.00,10825818.80,31661.82,50,241,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002758,2026-08-31,Q3,2026,"Kolkata East","New Town","New Town Action Area I",WM085,"Nisha Roy","Deputy Manager",Fee,Insurance,"LI RA",721071.00,634097.33,72445.53,5,254,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003223,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,"Rajarhat Main",WM015,"Anirban Ghosh","Deputy Manager",Liability,CASA,"CASA RA",3279259.00,2777203.29,9543.91,38,142,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002305,2026-09-30,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM035,"Rahul Singh","Senior Manager",Liability,CASA,"CASA RA",3168358.00,2294204.03,3242.44,33,342,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002671,2026-08-31,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM099,"Aarav Roy","Deputy Manager",Asset,"Business Loan","Loan RA",8688883.00,7783147.72,87842.67,25,332,Clean,"Q2-Q3 review for Q4 target achievement planning"
